Key_Dataset,Key_Run,Key_Fold,Key_Scheme,Key_Scheme_options,Key_Scheme_version_ID,Date_time,Number_of_training_instances,Number_of_testing_instances,Number_correct,Number_incorrect,Number_unclassified,Percent_correct,Percent_incorrect,Percent_unclassified,Kappa_statistic,Mean_absolute_error,Root_mean_squared_error,Relative_absolute_error,Root_relative_squared_error,SF_prior_entropy,SF_scheme_entropy,SF_entropy_gain,SF_mean_prior_entropy,SF_mean_scheme_entropy,SF_mean_entropy_gain,KB_information,KB_mean_information,KB_relative_information,True_positive_rate,Num_true_positives,False_positive_rate,Num_false_positives,True_negative_rate,Num_true_negatives,False_negative_rate,Num_false_negatives,IR_precision,IR_recall,F_measure,Matthews_correlation,Area_under_ROC,Area_under_PRC,Weighted_avg_true_positive_rate,Weighted_avg_false_positive_rate,Weighted_avg_true_negative_rate,Weighted_avg_false_negative_rate,Weighted_avg_IR_precision,Weighted_avg_IR_recall,Weighted_avg_F_measure,Weighted_avg_matthews_correlation,Weighted_avg_area_under_ROC,Weighted_avg_area_under_PRC,Unweighted_macro_avg_F_measure,Unweighted_micro_avg_F_measure,Elapsed_Time_training,Elapsed_Time_testing,UserCPU_Time_training,UserCPU_Time_testing,UserCPU_Time_millis_training,UserCPU_Time_millis_testing,Serialized_Model_Size,Serialized_Train_Set_Size,Serialized_Test_Set_Size,Coverage_of_Test_Cases_By_Regions,Size_of_Predicted_Regions,Summary
vehicle,2,1,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.RemovePercentage -P 95.0\" -W weka.classifiers.functions.MultilayerPerceptron -- -L 0.3 -M 0.2 -N 1000 -V 0 -S 0 -E 20 -H a',-4523450618538717400,2.01710230253E7,761.0,85.0,56.0,29.0,0.0,65.88235294117646,34.11764705882353,0.0,0.5440251572327044,0.18464461604011,0.3684292897172906,49.26053360415263,85.10534031856815,169.91182365398845,180.02559246076135,-10.113768806772896,1.9989626312233935,2.1179481465971923,-0.11898551537379877,98.84753728515106,1.1629122033547183,4944.629427709768,0.6666666666666666,14.0,0.140625,9.0,0.859375,55.0,0.3333333333333333,7.0,0.6086956521739131,0.6666666666666666,0.6363636363636365,0.5106931312315156,0.7857142857142857,0.5611765838091685,0.6588235294117647,0.11642044638368168,0.8835795536163183,0.3411764705882353,0.6834411624181446,0.6588235294117647,0.6461814492191473,0.5551513556944575,0.8386999928176398,0.672932309449678,0.6487636202806482,0.6588235294117647,0.174,0.001,0.171875,0.0,171.875,0.0,29707.0,139930.0,17574.0,81.17647058823529,40.88235294117647,?
vehicle,2,2,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.RemovePercentage -P 95.0\" -W weka.classifiers.functions.MultilayerPerceptron -- -L 0.3 -M 0.2 -N 1000 -V 0 -S 0 -E 20 -H a',-4523450618538717400,2.01710230253E7,761.0,85.0,51.0,34.0,0.0,60.0,40.0,0.0,0.4691403379867744,0.21536501998488514,0.42214286651985244,57.45629648805934,97.51291040350172,169.91182365398845,249.1816446849904,-79.26982103100195,1.9989626312233935,2.931548760999887,-0.9325861297764936,84.68066718429031,0.996243143344592,4235.963084337138,0.6190476190476191,13.0,0.125,8.0,0.875,56.0,0.38095238095238093,8.0,0.6190476190476191,0.6190476190476191,0.6190476190476191,0.49404761904761907,0.7857142857142857,0.650630527220358,0.6,0.13037240537240538,0.8696275946275945,0.4,0.5950173010380623,0.6,0.5719498910675381,0.4652442233558543,0.8217295123177477,0.6390529609370215,0.5754794973544973,0.6,0.178,0.001,0.1875,0.0,187.5,0.0,29707.0,139930.0,17574.0,72.94117647058823,37.64705882352941,?
vehicle,2,3,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.RemovePercentage -P 95.0\" -W weka.classifiers.functions.MultilayerPerceptron -- -L 0.3 -M 0.2 -N 1000 -V 0 -S 0 -E 20 -H a',-4523450618538717400,2.01710230253E7,761.0,85.0,53.0,32.0,0.0,62.35294117647059,37.64705882352941,0.0,0.4976915974145891,0.20517954747212747,0.39611713326191,54.73895860001673,91.50109498117993,169.91182365398845,191.45925637117972,-21.54743271719127,1.9989626312233935,2.252461839660938,-0.25349920843754437,88.97459325362179,1.0467599206308447,4450.757238910536,0.42857142857142855,9.0,0.203125,13.0,0.796875,51.0,0.5714285714285714,12.0,0.4090909090909091,0.42857142857142855,0.4186046511627907,0.22200429623058227,0.7194940476190477,0.41392765584740177,0.6235294117647059,0.12726491237520648,0.8727350876247936,0.3764705882352941,0.6201931195739244,0.6235294117647059,0.6191364130625417,0.49503242977221695,0.8152780022265317,0.6666510331884101,0.6225998807394156,0.6235294117647059,0.184,0.0,0.1875,0.0,187.5,0.0,29707.0,139930.0,17574.0,78.82352941176471,39.411764705882355,?
vehicle,2,4,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.RemovePercentage -P 95.0\" -W weka.classifiers.functions.MultilayerPerceptron -- -L 0.3 -M 0.2 -N 1000 -V 0 -S 0 -E 20 -H a',-4523450618538717400,2.01710230253E7,761.0,85.0,54.0,31.0,0.0,63.529411764705884,36.470588235294116,0.0,0.515000920301859,0.18464201719042164,0.36967391967689917,49.259840268353564,85.39284367196454,169.91182365398845,162.5773087572629,7.334514896725551,1.9989626312233935,1.912674220673681,0.08628841054971237,97.57169414180075,1.1479022840211852,4880.80819629605,0.6666666666666666,14.0,0.1875,12.0,0.8125,52.0,0.3333333333333333,7.0,0.5384615384615384,0.6666666666666666,0.5957446808510638,0.4485114692256429,0.8444940476190477,0.6322172046987163,0.6352941176470588,0.12047421532715649,0.8795257846728435,0.36470588235294116,0.6539992515224713,0.6352941176470588,0.6301316022900665,0.5209100763866383,0.8836522750125693,0.733740953913067,0.6332062303046712,0.6352941176470588,0.187,0.0,0.1875,0.0,187.5,0.0,29707.0,139930.0,17574.0,85.88235294117646,42.05882352941177,?
vehicle,2,5,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.RemovePercentage -P 95.0\" -W weka.classifiers.functions.MultilayerPerceptron -- -L 0.3 -M 0.2 -N 1000 -V 0 -S 0 -E 20 -H a',-4523450618538717400,2.01710230253E7,761.0,85.0,54.0,31.0,0.0,63.529411764705884,36.470588235294116,0.0,0.5140169679085208,0.20499854731592765,0.3719245524624364,54.690670355993944,85.9127286933,169.91182365398845,190.68923659482115,-20.777412940832704,1.9989626312233935,2.243402783468484,-0.24444015224509064,92.52716634719806,1.08855489820233,4628.46685055127,0.5238095238095238,11.0,0.15625,10.0,0.84375,54.0,0.47619047619047616,10.0,0.5238095238095238,0.5238095238095238,0.5238095238095238,0.36755952380952384,0.8058035714285714,0.5565275974154246,0.6352941176470588,0.12341224951519068,0.8765877504848093,0.36470588235294116,0.6963682864450127,0.6352941176470588,0.6402960468623944,0.5355793679074666,0.8521843801623213,0.6955807687585166,0.6455618025385468,0.6352941176470588,0.186,0.001,0.1875,0.0,187.5,0.0,29707.0,139930.0,17574.0,82.3529411764706,43.529411764705884,?
vehicle,2,6,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.RemovePercentage -P 95.0\" -W weka.classifiers.functions.MultilayerPerceptron -- -L 0.3 -M 0.2 -N 1000 -V 0 -S 0 -E 20 -H a',-4523450618538717400,2.01710230253E7,761.0,85.0,55.0,30.0,0.0,64.70588235294117,35.294117647058826,0.0,0.5277777777777778,0.21031513440200492,0.37920525792859466,56.10905948874949,87.59453557931636,169.91182365398845,157.25904618545638,12.652777468532065,1.9989626312233935,1.8501064257112516,0.14885620551214193,89.4958214405556,1.052892016947713,4476.830526141051,0.2857142857142857,6.0,0.109375,7.0,0.890625,57.0,0.7142857142857143,15.0,0.46153846153846156,0.2857142857142857,0.35294117647058826,0.21130549317726324,0.6197916666666666,0.3707828494190458,0.6470588235294118,0.12053638763197586,0.8794636123680242,0.35294117647058826,0.672402499461323,0.6470588235294118,0.6442359755239604,0.5397810219013814,0.8321424531351,0.6807564643058232,0.6439608483132134,0.6470588235294118,0.183,0.0,0.171875,0.0,171.875,0.0,29707.0,139930.0,17574.0,81.17647058823529,44.705882352941174,?
vehicle,2,7,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.RemovePercentage -P 95.0\" -W weka.classifiers.functions.MultilayerPerceptron -- -L 0.3 -M 0.2 -N 1000 -V 0 -S 0 -E 20 -H a',-4523450618538717400,2.01710230253E7,762.0,84.0,55.0,29.0,0.0,65.47619047619048,34.523809523809526,0.0,0.5397695068959002,0.1942972526240562,0.3727255005315884,51.84590550041376,86.11684303486254,167.83080791339654,146.12813661131045,21.702671302086088,1.997985808492816,1.739620673944172,0.2583651345486439,93.84220323706086,1.1171690861554864,4693.987137253283,0.5714285714285714,12.0,0.20634920634920634,13.0,0.7936507936507936,50.0,0.42857142857142855,9.0,0.48,0.5714285714285714,0.5217391304347826,0.3457571728813013,0.7422524565381708,0.43089118203157845,0.6547619047619048,0.11694237661979597,0.8830576233802041,0.34523809523809523,0.6418253968253969,0.6547619047619048,0.6430816865599476,0.5314310843060274,0.8499728978991651,0.6874578205770713,0.649499834282443,0.6547619047619048,0.177,0.0,0.171875,0.0,171.875,0.0,29707.0,140111.0,17393.0,85.71428571428571,42.857142857142854,?
vehicle,2,8,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.RemovePercentage -P 95.0\" -W weka.classifiers.functions.MultilayerPerceptron -- -L 0.3 -M 0.2 -N 1000 -V 0 -S 0 -E 20 -H a',-4523450618538717400,2.01710230253E7,762.0,84.0,52.0,32.0,0.0,61.904761904761905,38.095238095238095,0.0,0.4920634920634921,0.20269219273876124,0.39957695547635247,54.07029891413065,92.2906195212453,167.95134620333454,255.15984112867625,-87.20849492534171,1.999420788134935,3.037617156293765,-1.03819636815883,88.7267501214268,1.0562708347788905,4438.467299938157,0.19047619047619047,4.0,0.031746031746031744,2.0,0.9682539682539683,61.0,0.8095238095238095,17.0,0.6666666666666666,0.19047619047619047,0.2962962962962963,0.2668802563418119,0.5336356764928194,0.40953552384670583,0.6190476190476191,0.12776017665130568,0.8722398233486943,0.38095238095238093,0.6989909600203719,0.6190476190476191,0.6007513007513007,0.5256633098873574,0.7979796421256674,0.6480271370479846,0.6031108031108031,0.6190476190476191,0.179,0.001,0.171875,0.0,171.875,0.0,29707.0,140111.0,17393.0,77.38095238095238,37.79761904761905,?
vehicle,2,9,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.RemovePercentage -P 95.0\" -W weka.classifiers.functions.MultilayerPerceptron -- -L 0.3 -M 0.2 -N 1000 -V 0 -S 0 -E 20 -H a',-4523450618538717400,2.01710230253E7,762.0,84.0,57.0,27.0,0.0,67.85714285714286,32.142857142857146,0.0,0.5712665406427221,0.18166636927331445,0.35576624335408147,48.45541013750975,82.16028558784903,168.00077550806094,118.86664838330105,49.134127124759885,2.0000092322388205,1.4150791474202506,0.5849300848185701,98.29722428045979,1.1702050509578545,4917.363667288884,0.5454545454545454,12.0,0.1774193548387097,11.0,0.8225806451612904,51.0,0.45454545454545453,10.0,0.5217391304347826,0.5454545454545454,0.5333333333333332,0.36288389674306426,0.7917888563049853,0.6243362559038292,0.6785714285714286,0.10946300563236047,0.8905369943676394,0.32142857142857145,0.6520654638667062,0.6785714285714286,0.6610808126714807,0.5572880623866725,0.8587692469460902,0.70297070647773,0.6657652880876634,0.6785714285714286,0.183,0.0,0.1875,0.0,187.5,0.0,29707.0,140111.0,17393.0,90.47619047619048,42.55952380952381,?
vehicle,2,10,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.RemovePercentage -P 95.0\" -W weka.classifiers.functions.MultilayerPerceptron -- -L 0.3 -M 0.2 -N 1000 -V 0 -S 0 -E 20 -H a',-4523450618538717400,2.01710230253E7,762.0,84.0,46.0,38.0,0.0,54.76190476190476,45.23809523809524,0.0,0.3961407491486948,0.22390841288275903,0.40023202927840895,59.72252334250118,92.42916786287388,168.00077550806094,191.91472101972647,-23.91394551166553,2.0000092322388205,2.2846990597586485,-0.28468982751982774,81.41580207767171,0.9692357390199013,4072.8627894685155,0.5909090909090909,13.0,0.25806451612903225,16.0,0.7419354838709677,46.0,0.4090909090909091,9.0,0.4482758620689655,0.5909090909090909,0.5098039215686274,0.30779979340702707,0.75,0.525577799817511,0.5476190476190477,0.15364983358934975,0.8463501664106503,0.4523809523809524,0.5739839016292895,0.5476190476190477,0.5468262111045968,0.40505637904742287,0.7875625944822373,0.6338741395703942,0.5507238942088464,0.5476190476190477,0.176,0.001,0.171875,0.0,171.875,0.0,29707.0,140111.0,17393.0,80.95238095238095,43.75,?
vehicle,3,1,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.RemovePercentage -P 95.0\" -W weka.classifiers.functions.MultilayerPerceptron -- -L 0.3 -M 0.2 -N 1000 -V 0 -S 0 -E 20 -H a',-4523450618538717400,2.01710230253E7,761.0,85.0,52.0,33.0,0.0,61.1764705882353,38.8235294117647,0.0,0.4833302634002579,0.2095121371722738,0.4003739644242861,55.89483135219435,92.48440188663984,169.9118236539883,242.60728615820494,-72.69546250421664,1.998962631223392,2.854203366567117,-0.8552407353437251,88.45078938376167,1.040597522161902,4424.555108838373,0.3333333333333333,7.0,0.109375,7.0,0.890625,57.0,0.6666666666666666,14.0,0.5,0.3333333333333333,0.4,0.2604196009224362,0.6815476190476191,0.4036066477688846,0.611764705882353,0.12846571320836025,0.8715342867916398,0.38823529411764707,0.5884659746251442,0.611764705882353,0.5863886156469277,0.4720367663411821,0.8037166918049272,0.5811363686892295,0.588216276477146,0.611764705882353,0.176,0.0,0.171875,0.0,171.875,0.0,29707.0,139930.0,17574.0,76.47058823529412,39.705882352941174,?
vehicle,3,2,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.RemovePercentage -P 95.0\" -W weka.classifiers.functions.MultilayerPerceptron -- -L 0.3 -M 0.2 -N 1000 -V 0 -S 0 -E 20 -H a',-4523450618538717400,2.01710230253E7,761.0,85.0,49.0,36.0,0.0,57.64705882352941,42.35294117647059,0.0,0.436878910563121,0.21238638683280497,0.43315521384626654,56.66163991139201,100.0567080685568,169.9118236539883,400.8983107223728,-230.9864870683845,1.998962631223392,4.716450714380857,-2.717488083157465,84.09995061669467,0.9894111837258196,4206.914022436803,0.5714285714285714,12.0,0.203125,13.0,0.796875,51.0,0.42857142857142855,9.0,0.48,0.5714285714285714,0.5217391304347826,0.3486261300755131,0.6644345238095238,0.3943157369253224,0.5764705882352941,0.13881414745385334,0.8611858525461465,0.4235294117647059,0.5377105508870216,0.5764705882352941,0.5244910405317436,0.4168361528616551,0.7807341718738777,0.5482471675355469,0.5270462877308391,0.5764705882352941,0.181,0.0,0.1875,0.0,187.5,0.0,29707.0,139930.0,17574.0,65.88235294117646,33.23529411764706,?
